Column1,안전비상벨관리번호,설치목적,설치장소유형,설치위치,소재지지번주소,Latitude,Longitude,연계방식,경찰연계유무,경비업체연계유무,관리사무소연계유무,안전비상벨설치연도,관리기관명,관리기관전화번호
403,0233,방범용,가로변,완주중 정문,,35.5660612,127.9331252,양방향,N,N,N,2015,완주군청,063-290-2303
404,0234,방범용,가로변,봉서중 정문,,35.9655952,127.1225097,양방향,N,N,N,2015,완주군청,063-290-2303
405,0235,방범용,가로변,봉서중 후문,,35.96453,127.124122,양방향,N,N,N,2015,완주군청,063-290-2303
406,0236,방범용,가로변,한별고 정문,,35.907375,127.072385,양방향,N,N,N,2015,완주군청,063-290-2303
407,0237,방범용,가로변,고산고 정문,,35.979175,127.201203,양방향,N,N,N,2016,완주군청,063-290-2303
408,0238,방범용,가로변,삼례공고 정문,,35.54303084,127.4518348,양방향,N,N,N,2016,완주군청,063-290-2303
409,0239,방범용,가로변,소양중 정문,,35.51195516,127.1356528,양방향,N,N,N,2016,완주군청,063-290-2303
410,0240,방범용,가로변,화산중 후문,,36.222776,127.1156926,양방향,N,N,N,2016,완주군청,063-290-2303
411,0241,방범용,가로변,화산중 정문,,36.231704,127.121201,양방향,N,N,N,2016,완주군청,063-290-2303
412,0242,방범용,가로변,용진중 후문,,35.52535872,127.912705,양방향,N,N,N,2016,완주군청,063-290-2303
413,0243,방범용,가로변,고산중 정문,,35.58416692,127.1235809,양방향,N,N,N,2016,완주군청,063-290-2303
414,0244,방범용,가로변,구이중학교 삼거리,,35.7336096,127.1211095,양방향,N,N,N,2019,완주군청,063-290-2303
415,0245,방범용,가로변,전북체육고 입구 삼거리,,35.864704,127.2478276,양방향,N,N,N,2019,완주군청,063-290-2303
416,0245,방범용,가로변,삼례층혼탑공원좌어린이집,,35.9075641,127.0711654,양방향,N,N,N,2012,완주군청,063-290-2303
417,0247,방범용,가로변,수도산 근린공원(놀이터),,35.9033248,127.0668667,양방향,N,N,N,2012,완주군청,063-290-2303
418,0248,방범용,가로변,우동공원 팔각정,,35.57413964,127.7260428,양방향,N,N,N,2012,완주군청,063-290-2303
419,0249,방범용,가로변,우동공원 농구장,,35.57381996,127.7262776,양방향,N,N,N,2012,완주군청,063-290-2303
420,0250,방범용,가로변,둔산공원 입구 놀이터,,35.57454536,127.738946,양방향,N,N,N,2012,완주군청,063-290-2303
421,0251,방범용,가로변,봉동생강골공원1,,35.55538212,127.9269172,양방향,N,N,N,2012,완주군청,063-290-2303
422,0252,방범용,가로변,봉동생강골공원2,,35.5552264,127.9238356,양방향,N,N,N,2015,완주군청,063-290-2303
423,0253,방범용,가로변,봉동생강골공원3,,35.55512508,127.9281952,양방향,N,N,N,2015,완주군청,063-290-2303
424,0254,방범용,가로변,봉동생강골공원4,,35.55490944,127.9280368,양방향,N,N,N,2012,완주군청,063-290-2303
425,0255,방범용,가로변,둔산어린이공원생태놀이터,,35.573564,127.7273108,양방향,N,N,N,2012,완주군청,063-290-2303
426,0256,방범용,가로변,중앙공원 입구,,35.56341304,127.7360444,양방향,N,N,N,2013,완주군청,063-290-2303
427,0263,방범용,가로변,둔산공원산책로6,,35.57436212,127.7422868,양방향,N,N,N,2013,완주군청,063-290-2303
428,0264,방범용,가로변,경천독립추모공원,,36.3099,127.1247768,양방향,N,N,N,2014,완주군청,063-290-2303
429,0265,방범용,가로변,산들공원,,35.50267504,127.3166104,양방향,N,N,N,2014,완주군청,063-290-2303
430,0266,방범용,가로변,병아리공원,,35.833574,127.054393,양방향,N,N,N,2014,완주군청,063-290-2303
431,0267,방범용,가로변,기차공원,,35.49514812,127.168708,양방향,N,N,N,2014,완주군청,063-290-2303
432,0268,방범용,가로변,씽씽공원,,35.4999512,127.117058,양방향,N,N,N,2014,완주군청,063-290-2303
433,0269,방범용,가로변,비행기공원,,35.48503616,127.124402,양방향,N,N,N,2014,완주군청,063-290-2303
434,0270,방범용,가로변,지사울공원 축구장앞,,35.4943122,127.116248,양방향,N,N,N,2014,완주군청,063-290-2303
435,0271,방범용,가로변,지사울 공원 놀이터앞,,35.829049,126.9840763,양방향,N,N,N,2014,완주군청,063-290-2303
436,0272,방범용,가로변,지사울공원 주차장앞,,35.826164,127.108264,양방향,N,N,N,2014,완주군청,063-290-2303
437,0273,방범용,가로변,지사울공원 농어촌공사표지판앞,,35.826886,127.1189408,양방향,N,N,N,2014,완주군청,063-290-2303
438,0274,방범용,가로변,지사울공원배달마당,,35.8296637,127.0227112,양방향,N,N,N,2014,완주군청,063-290-2303
439,0275,방범용,가로변,소리공원(LH8단지),,35.836057,127.054623,양방향,N,N,N,2014,완주군청,063-290-2303
440,0276,방범용,가로변,윤슬공원 앨리베이터 부근,,35.8342749,127.0390336,양방향,N,N,N,2014,완주군청,063-290-2303
441,0277,방범용,가로변,새라공원(전기안전공사앞),,35.5001536,127.3246708,양방향,N,N,N,2014,완주군청,063-290-2303
442,0278,방범용,가로변,도서관뒤석전근린공원,,35.920741,127.093294,양방향,N,N,N,2014,완주군청,063-290-2303
443,2,기타,화장실,공중화장실(남),전북특별자치도 장수군 장계면 장계리 296-6,0,0,양방향,Y,N,N,2022,건설교통과,063-350-2566
444,3,기타,화장실,공중화장실,전북특별자치도 장수군 번암면 지지리 산 115-43,0,0,양방향,Y,N,N,2022,산림과,063-350-2472
445,4,기타,화장실,"장안산국립공원 화장실(남,여)",전북특별자치도 장수군 장수읍 덕산리 760,0,0,양방향,Y,N,N,2022,산림과,063-350-2472
446,5,기타,화장실,"동촌리 화장실(남,여)",전북특별자치도 장수군 장수읍 동촌리 472-3,0,0,양방향,Y,N,N,2022,문화체육관광과,063-350-2327
447,7,기타,화장실,"의암공원 공중화장실(남,여)",전북특별자치도 장수군 장수읍 장수리 115-1,0,0,양방향,Y,N,N,2022,환경위생과,063-350-2538
448,8,기타,화장실,"뜬봉샘생태공원화장실(1층-여,2층-여)",전북특별자치도 장수군 장수읍 수분리 588 뜬봉샘생태공원조성,0,0,양방향,Y,N,N,2022,환경위생과,063-350-2538
449,9,기타,화장실,동화리 주차장 화장실(여),전북특별자치도 장수군 산서면 동화리 211-6,0,0,양방향,Y,N,N,2022,산서면사무소,063-350-1261
450,1,기타,화장실,"공중화장실(남,여)",전북특별자치도 장수군 계북면 양악리 46-7,0,0,양방향,Y,N,N,2022,산림과,063-350-2472
451,설천면-4,방범용,화장실,반디랜드 야영장3,무주군 설천면 청량리 1100,36.004638,127.453734,양방향,Y,N,N,2017,무주군청,063-320-2265
452,설천면-5,방범용,화장실,반디랜드 야영장4,무주군 설천면 청량리 1100,36.004638,127.453734,양방향,Y,N,N,2017,무주군청,063-320-2265
453,설천면-6,방범용,화장실,설천 터미널,무주군 설천면 소천리 904-123,36.003759,127.471161,양방향,Y,N,N,2018,무주군청,063-320-2265
454,설천면-7,방범용,화장실,구천동 주차장,무주군 설천면 삼공리 411,35.540406,127.463127,양방향,Y,N,N,2017,무주군청,063-320-2265
455,설천면-8,방범용,화장실,설천 실내체육공원,무주군 설천면 소천리 883-1,36.003258,127.472621,양방향,Y,N,N,2017,무주군청,063-320-2265
456,적상면-1,방범용,화장실,적상생활체육공원,무주군 적상면 사천리 294-4,35.563623,127.392701,양방향,Y,N,N,2017,무주군청,063-320-2265
457,적상면-2,방범용,화장실,적상 실내게이트볼장,무주군 적상면 사천리 294-4,35.563623,127.392701,양방향,Y,N,N,2017,무주군청,063-320-2265
458,적상면-3,방범용,화장실,적상 버스정류장,무주군 적상면 사천리 324-3,35.563916,127.393401,양방향,Y,N,N,2017,무주군청,063-320-2265
459,안성면-1,방범용,화장실,안성생활체육공원,무주군 안성면 장기리 1682-2,35.521308,127.385821,양방향,Y,N,N,2017,무주군청,063-320-2265
460,안성면-2,방범용,화장실,덕유산장터,무주군 안성면 장기리 1511-6,35.515904,127.391301,양방향,Y,N,N,2017,무주군청,063-320-2265
461,안성면-3,방범용,화장실,안성공용버스터미널,무주군 안성면 장기리 1506-10,35.520293,127.391384,양방향,Y,N,N,2018,무주군청,063-320-2265
462,부남면-1,방범용,화장실,부남면 실내게이트볼장,무주군 부남면 대소리 468,35.582914,127.333002,양방향,Y,N,N,2017,무주군청,063-320-2265
463,부남면-2,방범용,화장실,부남면 자전거공원,무주군 부남면 대소리 468,35.582914,127.333002,양방향,Y,N,N,2017,무주군청,063-320-2265
464,부남면-3,방범용,화장실,부남체육공원,무주군 부남면 대유리 797-3,35.979058,127.556337,양방향,Y,N,N,2020,무주군청,063-320-2265
465,012-2949-8954,방범용,화장실,무주양수발전소 옆,전북특별자치도 무주군 적상면 포내리 360 무주전력홍보관,35.966934,127.712447,양방향,Y,N,N,2021,무주군청,063-320-2266
466,012-2949-2099,방범용,화장실,무주읍 반딧불아파트 신교로 주변,전북특별자치도 무주군 무주읍 읍내리 103-5,36.009062,127.667123,양방향,Y,N,N,2021,무주군청,036-320-2266
467,0279,방범용,가로변,수도산 근린공원(축구장),,35.9036601,127.0661693,양방향,N,N,N,2015,완주군청,063-290-2303
468,0280,방범용,가로변,만경강생태하천주차장입구,,35.90304,127.062246,양방향,N,N,N,2015,완주군청,063-290-2303
469,0281,방범용,가로변,만경강생태하천산책로,,35.903745,127.059496,양방향,N,N,N,2015,완주군청,063-290-2303
470,0282,방범용,가로변,보건소옆석전근린공원,,35.921204,127.093212,양방향,N,N,N,2015,완주군청,063-290-2303
471,0283,방범용,가로변,봉동신월햇살공원,,35.55417576,127.9396216,양방향,N,N,N,2015,완주군청,063-290-2303
472,0284,방범용,가로변,둔산어린이공원놀이터,,35.57673616,127.7358536,양방향,N,N,N,2015,완주군청,063-290-2303
473,0285,방범용,가로변,우동공원 승강장,,35.57431676,127.7271632,양방향,N,N,N,2016,완주군청,063-290-2303
474,0286,방범용,가로변,둔산공원 주차장,,35.57500616,127.7444756,양방향,N,N,N,2016,완주군청,063-290-2303
475,0287,방범용,가로변,학골공원,,35.56364236,127.8134052,양방향,N,N,N,2016,완주군청,063-290-2303
476,0288,방범용,가로변,매동공원,,35.5782692,127.8269736,양방향,N,N,N,2016,완주군청,063-290-2303
477,0289,방범용,가로변,렉시안아파트뒤삼거리,,35.57523548,127.7202548,양방향,N,N,N,2016,완주군청,063-290-2303
478,0290,방범용,가로변,장기늘푸름공원,,35.57523548,127.9532836,양방향,N,N,N,2016,완주군청,063-290-2303
479,0291,방범용,가로변,고산만경강수변생태공원,,35.9755323,127.1685153,양방향,N,N,N,2016,완주군청,063-290-2303
480,0292,방범용,가로변,고산생활체육공원,,35.9756314,127.1989035,양방향,N,N,N,2016,완주군청,063-290-2303
481,0293,방범용,가로변,설화공원,,35.8351163,127.0236171,양방향,N,N,N,2016,완주군청,063-290-2303
482,0294,방범용,가로변,정농함박골공원,,35.50138192,127.1237036,양방향,N,N,N,2016,완주군청,063-290-2303
483,0295,방범용,가로변,초록공원,,35.4959988,127.304824,양방향,N,N,N,2016,완주군청,063-290-2303
484,0296,방범용,가로변,새누공원,,35.7296056,127.1227745,양방향,N,N,N,2016,완주군청,063-290-2303
485,0297,방범용,가로변,모악산공원관리사무소앞,,35.7294694,127.1097459,양방향,N,N,N,2016,완주군청,063-290-2303
486,0298,방범용,가로변,소양체련공원,,35.51440712,127.1537708,양방향,N,N,N,2016,완주군청,063-290-2303
487,0299,방범용,가로변,운주생활체육공원,,36.0879197,127.2808376,양방향,N,N,N,2016,완주군청,063-290-2303
488,0300,방범용,가로변,화산생활체육공원,,36.1423588,127.1152354,양방향,N,N,N,2016,완주군청,063-290-2303
489,0301,방범용,가로변,동상면민운동장입구,,35.56216348,127.1742659,양방향,N,N,N,2016,완주군청,063-290-2303
490,0302,방범용,가로변,경천생활체육공원,,36.1169212,127.1563432,양방향,N,N,N,2016,완주군청,063-290-2303
491,0303,방범용,가로변,다복공원,,35.56222324,127.7456528,양방향,N,N,N,2016,완주군청,063-290-2303
492,0304,방범용,가로변,상관생활체육공원,,35.7643832,127.2091216,양방향,N,N,N,2016,완주군청,063-290-2303
493,0305,방범용,가로변,비봉생활체육공원,,35.59321576,127.822164,양방향,N,N,N,2016,완주군청,063-290-2303
494,0306,방범용,가로변,물고기마을 입구,,35.50254004,127.1304104,양방향,N,N,N,2016,완주군청,063-290-2303
495,0307,방범용,가로변,봉동신월희망공원,,35.55351984,127.9458676,양방향,N,N,N,2016,완주군청,063-290-2303
496,0308,방범용,가로변,봉동 상장기 공원,,35.56295584,127.1013987,양방향,N,N,N,2016,완주군청,063-290-2303
497,0309,방범용,가로변,만경강생태하천 습지앞,,35.5410728,127.335697,양방향,N,N,N,2016,완주군청,063-290-2303
498,0310,방범용,가로변,대둔산공원,,36.723268,127.1956993,양방향,N,N,N,2016,완주군청,063-290-2303
499,0311,방범용,가로변,노을공원(특작원예과학원부근),,35.5056328,127.156928,양방향,N,N,N,2016,완주군청,063-290-2303
500,0312,방범용,가로변,용소공원,,35.500024,127.123718,양방향,N,N,N,2016,완주군청,063-290-2303
501,0313,방범용,가로변,생강골 공원 주차장,,35.9307023,127.153777,양방향,N,N,N,2019,완주군청,063-290-2303
502,0314,방범용,가로변,성덕길 신상공원,,35.9244868,127.1579177,양방향,N,N,N,2019,완주군청,063-290-2303
503,0316,방범용,가로변,모악산대원사화장실 앞,,35.7323182,127.0952881,양방향,N,N,N,2019,완주군청,063-290-2303
504,0317,방범용,가로변,모악산회전교차로 화장실앞,,35.7297768,127.1041322,양방향,N,N,N,2019,완주군청,063-290-2303
505,0318,방범용,가로변,모악산축구장옆 화장실,,35.729201,127.1060951,양방향,N,N,N,2019,완주군청,063-290-2303
506,0319,방범용,가로변,모악산로컬푸드화장실앞,,35.7294393,127.1072465,양방향,N,N,N,2019,완주군청,063-290-2303
507,012-2948-1490,방범용,화장실,적상생활체육공원,전북특별자치도 무주군 적상면 사천리 294-4 적상생활체육시설,35.941453,127.657364,양방향,Y,N,N,2021,무주군청,063-320-2266
508,0320,방범용,가로변,대둔산주차장화장실앞,,36.1171826,127.3166932,양방향,N,N,N,2019,완주군청,063-290-2303
509,0321,방범용,가로변,대둔산관리사무소화장실앞,,36.1014854,127.3071425,양방향,N,N,N,2019,완주군청,063-290-2303
510,0322,방범용,가로변,대둔산호텔뒤화장실앞,,36.1166487,127.3275393,양방향,N,N,N,2019,완주군청,063-290-2303
511,0323,방범용,가로변,지사울공원놀이터화장실앞,,35.829049,126.9840763,양방향,N,N,N,2020,완주군청,063-290-2303
512,0324,방범용,가로변,소리공원 화장실앞,,35.836057,127.054623,양방향,N,N,N,2020,완주군청,063-290-2303
513,0325,방범용,가로변,우동공원 농구장화장실앞,,35.57381996,127.7262776,양방향,N,N,N,2020,완주군청,063-290-2303
514,0326,방범용,가로변,생강골 공원 화장실앞,,35.9308087,127.1566479,양방향,N,N,N,2020,완주군청,063-290-2303
515,0327,방범용,가로변,봉동 중앙공원화장실앞,,35.9423897,127.1263107,양방향,N,N,N,2020,완주군청,063-290-2303
516,0328,방범용,가로변,둔산공원 주차장화장실앞,,35.963415,127.1287174,양방향,N,N,N,2020,완주군청,063-290-2303
517,0329,방범용,가로변,상관생활체육공원화장실앞,,35.7643832,127.2091216,양방향,N,N,N,2020,완주군청,063-290-2303
518,0330,방범용,가로변,고산만경강수변생태공원화장싫앞,,35.9749395,127.201159,양방향,N,N,N,2020,완주군청,063-290-2303
519,0331,방범용,가로변,운주생활체육공원화장실앞,,36.0881212,127.2800696,양방향,N,N,N,2020,완주군청,063-290-2303
520,0332,방범용,가로변,경천생활체육공원화장실앞,,36.1169212,127.1563432,양방향,N,N,N,2020,완주군청,063-290-2303
521,0333,방범용,가로변,용진카풀주차장화장실앞,,35.8823239,127.1563541,양방향,N,N,N,2020,완주군청,063-290-2303
522,0334,방범용,가로변,비비정상생공원화장실앞,,35.9009149,127.0678174,양방향,N,N,N,2020,완주군청,063-290-2303
523,0335,방범용,가로변,봉동터미널부근공용화장실잎,,35.9381154,127.1665843,양방향,N,N,N,2020,완주군청,063-290-2303
524,완주쓰레기3,방범용,가로변,남신정 마을입구,,35.9222366,127.1063092,양방향,N,N,N,2021,완주군청,063-290-2303
525,0335,방범용,가로변,완주우체국앞,,35.9116421,127.0737128,양방향,N,N,N,2015,완주군청,063-290-2303
526,0336,방범용,가로변,봉동지구대앞,,35.960592,127.128468,양방향,N,N,N,2015,완주군청,063-290-2303
527,012-2948-1490,방범용,화장실,적상생활체육공원,전북특별자치도 무주군 적상면 사천리 294-4 적상생활체육시설,35.941453,127.657364,양방향,Y,N,N,2021,무주군청,063-320-2266
528,012-2949-2099,방범용,화장실,무주읍 반딧불아파트 신교로 주변,전북특별자치도 무주군 무주읍 읍내리 103-5,36.009062,127.667123,양방향,Y,N,N,2021,무주군청,036-320-2266
529,012-2949-8954,방범용,화장실,무주양수발전소 옆,전북특별자치도 무주군 적상면 포내리 360 무주전력홍보관,35.966934,127.712447,양방향,Y,N,N,2021,무주군청,063-320-2266
530,부남면-3,방범용,화장실,부남체육공원,무주군 부남면 대유리 797-3,35.979058,127.556337,양방향,Y,N,N,2020,무주군청,063-320-2265
531,부남면-2,방범용,화장실,부남면 자전거공원,무주군 부남면 대소리 468,35.582914,127.333002,양방향,Y,N,N,2017,무주군청,063-320-2265
532,부남면-1,방범용,화장실,부남면 실내게이트볼장,무주군 부남면 대소리 468,35.582914,127.333002,양방향,Y,N,N,2017,무주군청,063-320-2265
533,안성면-3,방범용,화장실,안성공용버스터미널,무주군 안성면 장기리 1506-10,35.520293,127.391384,양방향,Y,N,N,2018,무주군청,063-320-2265
534,안성면-2,방범용,화장실,덕유산장터,무주군 안성면 장기리 1511-6,35.515904,127.391301,양방향,Y,N,N,2017,무주군청,063-320-2265
535,안성면-1,방범용,화장실,안성생활체육공원,무주군 안성면 장기리 1682-2,35.521308,127.385821,양방향,Y,N,N,2017,무주군청,063-320-2265
536,적상면-3,방범용,화장실,적상 버스정류장,무주군 적상면 사천리 324-3,35.563916,127.393401,양방향,Y,N,N,2017,무주군청,063-320-2265
537,적상면-2,방범용,화장실,적상 실내게이트볼장,무주군 적상면 사천리 294-4,35.563623,127.392701,양방향,Y,N,N,2017,무주군청,063-320-2265
538,적상면-1,방범용,화장실,적상생활체육공원,무주군 적상면 사천리 294-4,35.563623,127.392701,양방향,Y,N,N,2017,무주군청,063-320-2265
539,설천면-8,방범용,화장실,설천 실내체육공원,무주군 설천면 소천리 883-1,36.003258,127.472621,양방향,Y,N,N,2017,무주군청,063-320-2265
540,설천면-7,방범용,화장실,구천동 주차장,무주군 설천면 삼공리 411,35.540406,127.463127,양방향,Y,N,N,2017,무주군청,063-320-2265
541,설천면-6,방범용,화장실,설천 터미널,무주군 설천면 소천리 904-123,36.003759,127.471161,양방향,Y,N,N,2018,무주군청,063-320-2265
542,설천면-5,방범용,화장실,반디랜드 야영장4,무주군 설천면 청량리 1100,36.004638,127.453734,양방향,Y,N,N,2017,무주군청,063-320-2265
543,설천면-4,방범용,화장실,반디랜드 야영장3,무주군 설천면 청량리 1100,36.004638,127.453734,양방향,Y,N,N,2017,무주군청,063-320-2265
544,설천면-3,방범용,화장실,반디랜드 야영장2,무주군 설천면 청량리 1100,36.004638,127.453734,양방향,Y,N,N,2017,무주군청,063-320-2265
545,설천면-2,방범용,화장실,반디랜드 야영장1,무주군 설천면 청량리 1100,36.004638,127.453734,양방향,Y,N,N,2017,무주군청,063-320-2265
546,설천면-1,방범용,화장실,무주반디랜드 야외매점,무주군 설천면 청량리 1100,36.004638,127.453734,양방향,Y,N,N,2017,무주군청,063-320-2265
547,무풍면-5,방범용,화장실,대덕산장터,무주군 무풍면 현내리 259-2,35.580951,127.505592,양방향,Y,N,N,2017,무주군청,063-320-2265
548,무풍면-4,방범용,화장실,무주애플스토리 테마공원2,무주군 무풍면 증산리 1336,35.565895,127.511772,양방향,Y,N,N,2017,무주군청,063-320-2265
549,무풍면-3,방범용,화장실,무주애플스토리 테마공원1,무주군 무풍면 증산리 1336,35.565895,127.511772,양방향,Y,N,N,2017,무주군청,063-320-2265
550,무풍면-2,방범용,화장실,무풍면 실내게이트볼장,무주군 무풍면 현내리 617,35.580044,127.504277,양방향,Y,N,N,2017,무주군청,063-320-2265
551,무풍면-1,방범용,화장실,무풍생활체육공원,무주군 무풍면 현내리 617,35.580044,127.504277,양방향,Y,N,N,2017,무주군청,063-320-2265
552,무주읍-9,방범용,화장실,향로산숲길 화장실,무주군 무주읍 읍내리 472-7,36.004548,127.394768,양방향,Y,N,N,2017,무주군청,063-320-2265
553,무주읍-8,방범용,화장실,무주 예체문화관2,무주군 무주읍 당산리 1199-3,36.000843,127.394527,양방향,Y,N,N,2020,무주군청,063-320-2265
554,무주읍-7,방범용,화장실,무주 예체문화관1,무주군 무주읍 당산리 1199-3,36.000843,127.394527,양방향,Y,N,N,2020,무주군청,063-320-2265
555,안전-32,방범용,화장실,개갑성지,전북특별자치도 고창군 공음면 석교리 166-2,35.385802,126.504677,단방향,Y,N,N,2020,고창군청,063-560-2882
556,안전-33,방범용,화장실,상하전통시장 공중화장실,전북특별자치도 고창군 상하면 명동1길 3,35.444227,126.491267,단방향,Y,N,N,2020,고창군청,063-560-2882
557,안전-34,방범용,화장실,구시포해수욕장(중앙),전북특별자치도 고창군 상하면 자룡리 520-46,35.44552,126.435714,단방향,Y,N,N,2020,고창군청,063-560-2882
558,안전-35,방범용,화장실,상하 농협주유소,전북특별자치도 고창군 상하면 하장리 919-2,35.444772,126.493902,단방향,Y,N,N,2020,고창군청,063-560-2882
559,안전-36,방범용,화장실,해리전통시장 공중화장실,전북특별자치도 고창군 해리면 하련리 685-55,35.458501,126.542203,단방향,Y,N,N,2020,고창군청,063-560-2882
560,안전-37,방범용,화장실,동호해수욕장 (남),전북특별자치도 고창군 해리면 동호리 627,35.51624,126.483239,단방향,Y,N,N,2020,고창군청,063-560-2882
561,안전-38,방범용,화장실,동호해수욕장 (북),전북특별자치도 고창군 해리면 동호리 639,35.518188,126.48453,단방향,Y,N,N,2020,고창군청,063-560-2882
562,안전-39,방범용,화장실,청룡주유소,전북특별자치도 고창군 해리면 하련리 66,35.458898,126.544266,단방향,Y,N,N,2020,고창군청,063-560-2882
563,안전-40,방범용,화장실,해리주유소,전북특별자치도 고창군 해리면 하련리 608-4,35.464377,126.537508,단방향,Y,N,N,2020,고창군청,063-560-2882
564,안전-41,방범용,화장실,대성농협주유소,전북특별자치도 고창군 성송면 대성로 741,35.362339,126.644173,단방향,Y,N,N,2020,고창군청,063-560-2882
565,안전-42,방범용,화장실,대산전통시장 공중화장실,전북특별자치도 고창군 대산면 공음대산로 935,35.340052,126.599154,단방향,Y,N,N,2020,고창군청,063-560-2882
566,안전-43,방범용,화장실,대산주유소,전북특별자치도 고창군 대산면 매산리 1123-1,35.340866,126.604497,단방향,Y,N,N,2020,고창군청,063-560-2882
567,안전-44,방범용,화장실,오성주유소,전북특별자치도 고창군 대산면 춘산리 176-4,35.31991,126.576599,단방향,Y,N,N,2020,고창군청,063-560-2882
568,안전-45,방범용,화장실,대성주유소,전북특별자치도 고창군 대산면 매산리 186-53,35.337303,126.597679,단방향,Y,N,N,2020,고창군청,063-560-2882
569,안전-46,방범용,화장실,흥덕전통시장 공중화장실,전북특별자치도 고창군 흥덕면 흥덕시장길 3,35.520647,126.700133,단방향,Y,N,N,2020,고창군청,063-560-2882
570,안전-47,방범용,화장실,농협주유소,전북특별자치도 고창군 부안면 인촌로 1230,35.515606,126.674379,단방향,Y,N,N,2020,고창군청,063-560-2882
571,환경과 51,방범용,화장실,한빛학원,전북특별자치도 정읍시 상동 315-17,35.5613781,126.8681336,양방향,Y,N,N,2019,전북특별자치도 정읍시청,063-539-5732
572,환경과 50,방범용,화장실,종로약국,전북특별자치도 정읍시 연지동 338-12,35.5736072,126.8451032,양방향,Y,N,N,2019,전북특별자치도 정읍시청,063-539-5732
573,환경과 49,방범용,화장실,우미타운상가,전북특별자치도 정읍시 상동 82,35.5587309,126.8742043,양방향,Y,N,N,2019,전북특별자치도 정읍시청,063-539-5732
574,환경과 48,방범용,화장실,금산빌딩,전북특별자치도 정읍시 연지동 343-41,35.5754541,126.8440727,양방향,Y,N,N,2019,전북특별자치도 정읍시청,063-539-5732
575,환경과 47,방범용,화장실,전봉준 고택,전북특별자치도 정읍시 이평면 장내리 458-1,35.6709233,126.8145666,양방향,Y,N,N,2019,전북특별자치도 정읍시청,063-539-5732
576,환경과 46,방범용,화장실,무성서원,전북특별자치도 정읍시 칠보면 무성리 500,35.6016252,126.9839216,양방향,Y,N,N,2019,전북특별자치도 정읍시청,063-539-5732
577,환경과 45,방범용,화장실,태산 선비문화 사료관,전북특별자치도 정읍시 칠보면 시산리 654-2,35.6029082,126.9885738,양방향,Y,N,N,2019,전북특별자치도 정읍시청,063-539-5732
578,환경과 44,방범용,화장실,김명관 고택,전북특별자치도 정읍시 산외면 오공리 825-1,35.615657,127.0207442,양방향,Y,N,N,2019,전북특별자치도 정읍시청,063-539-5732
579,환경과 43,방범용,화장실,피향정,전북특별자치도 정읍시 태인면 태창리 91-1대,35.6506393,126.9429955,양방향,Y,N,N,2019,전북특별자치도 정읍시청,063-539-5732
580,환경과 42,방범용,화장실,백정기의사기념관,전북특별자치도 정읍시 영원면 은선리 928,35.6521975,126.7832382,양방향,Y,N,N,2019,전북특별자치도 정읍시청,063-539-5732
581,환경과 41,방범용,화장실,수성근린공원,전북특별자치도 정읍시 수성동 931,35.5824567,126.8534499,양방향,Y,N,N,2019,전북특별자치도 정읍시청,063-539-5732
582,환경과 40,방범용,화장실,내장산 조각 공원,전북특별자치도 정읍시 쌍암동 406,35.5097488,126.9002195,양방향,Y,N,N,2019,전북특별자치도 정읍시청,063-539-5732
583,환경과 39,방범용,화장실,충렬사,전북특별자치도 정읍시 수성동 614-1,35.616315,126.8769531,양방향,Y,N,N,2019,전북특별자치도 정읍시청,063-539-5732
584,환경과 38,방범용,화장실,장명1호공원,전북특별자치도 정읍시 장명동 1-4,35.5682391,126.8635364,양방향,Y,N,N,2019,전북특별자치도 정읍시청,063-539-5732
585,환경과 37,방범용,화장실,죽림폭포 공원,전북특별자치도 정읍시 연지동 산31,35.563778,126.8483768,양방향,Y,N,N,2019,전북특별자치도 정읍시청,063-539-5732
586,환경과 36,방범용,화장실,정읍사 공원,전북특별자치도 정읍시 시기동 81-7,35.5507349,126.8615774,양방향,Y,N,N,2019,전북특별자치도 정읍시청,063-539-5732
587,무주읍-6,방범용,화장실,무주반딧불장터,무주군 무주읍 읍내리 1152,36.001604,127.391261,양방향,Y,N,N,2018,무주군청,063-320-2265
588,무주읍-5,방범용,화장실,공용버스터미널,무주군 무주읍 당산리 1229,36.001695,127.395159,양방향,Y,N,N,2018,무주군청,063-320-2265
589,무주읍-4,방범용,화장실,국민체육센터,무주군 무주읍 당산리 1230,36.001607,127.395007,양방향,Y,N,N,2018,무주군청,063-320-2265
590,무주읍-3,방범용,화장실,등나무운동장 앞,무주군 무주읍 당산리 1199-1,36.001211,127.394098,양방향,Y,N,N,2019,무주군청,063-320-2265
591,무주읍-2,방범용,화장실,무주IC 만남의광장,무주군 무주읍 가옥리 300,35.582775,127.390554,양방향,Y,N,N,2019,무주군청,063-320-2265
592,무주읍-1,방범용,화장실,무주군청 관광안내소,무주군 무주읍 읍내리 226-10,36.002263,127.393905,양방향,Y,N,N,2019,무주군청,063-320-2265
593,무주읍-1,방범용,화장실,무주군청 관광안내소,무주군 무주읍 읍내리 226-10,36.002263,127.393905,양방향,Y,N,N,2019,무주군청,063-320-2265
594,무주읍-2,방범용,화장실,무주IC 만남의광장,무주군 무주읍 가옥리 300,35.582775,127.390554,양방향,Y,N,N,2019,무주군청,063-320-2265
595,무주읍-3,방범용,화장실,등나무운동장 앞,무주군 무주읍 당산리 1199-1,36.001211,127.394098,양방향,Y,N,N,2019,무주군청,063-320-2265
